place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,unhelpful assistant relaxing charm,,,,Negative,Positive,
,,,,,,gummy fish thoughtful busboy ,,,Negative,Positive,,
,,,,,,disagreeable vibration,,,,,Negative,
,,,,,,too salty gravy unskilled caretaker welcoming interior,,,Negative,Negative,Positive,
,,,,,,helpful phone ordering ,,,,Positive,,
,,,,,,unripe fish and chips  cold vibration,,,Negative,,Negative,
,,,,,,unconsiderate security quiet atmosphere,,,,Negative,Positive,
,,,,,,underseasoned burger efficient dishwasher ,,,Negative,Positive,,
,,,,,,unromantic vibration,,,,,Negative,
,,,,,,unseasoned entree careless live chat cozy decor,,,Negative,Negative,Positive,
,,,,,,enthusiastic e-commerce ,,,,Positive,,
,,,,,,unseasoned sushi rolls  unsophisticated indoor,,,Negative,,Negative,
,,,,,,annoying live chat peaceful indoor,,,,Negative,Positive,
,,,,,,lumpy pizza welcoming digital assistant ,,,Negative,Positive,,
,,,,,,unpleasant art,,,,,Negative,
,,,,,,chewy bread unreliable delivery peaceful sound,,,Negative,Negative,Positive,
,,,,,,accommodating automated service ,,,,Positive,,
,,,,,,unripe fish  unpleasant room,,,Negative,,Negative,
,,,,,,inadequate waitperson bright acoustics,,,,Negative,Positive,
,,,,,,gummy guacamole pleasant caretaker ,,,Negative,Positive,,
,,,,,,unromantic vibe,,,,,Negative,
,,,,,,soggy chicken unpleasant chef stylish layout,,,Negative,Negative,Positive,
,,,,,,attentive concierge ,,,,Positive,,
,,,,,,too salty curry  depressing outlook,,,Negative,,Negative,
,,,,,,overbearing manager peaceful ambience,,,,Negative,Positive,
,,,,,,flavorless gravy cheerful waitperson ,,,Negative,Positive,,
,,,,,,unsophisticated energy,,,,,Negative,
,,,,,,unfresh concoction distracting digital assistant calming charm,,,Negative,Negative,Positive,
,,,,,,helpful support hotline ,,,,Positive,,
,,,,,,unhealthy steak  unwelcoming environment,,,Negative,,Negative,
,,,,,,hostile technician breezy room,,,,Negative,Positive,
,,,,,,gummy picnic responsive reservation ,,,Negative,Positive,,
,,,,,,dark music,,,,,Negative,
,,,,,,stringy potatoes inattentive guide peaceful feelings,,,Negative,Negative,Positive,
,,,,,,attentive reservation ,,,,Positive,,
,,,,,,mediocre feast  harsh hospitality,,,Negative,,Negative,
,,,,,,unhelpful hostess welcoming layout,,,,Negative,Positive,
,,,,,,overly greasy soup helpful service representative ,,,Negative,Positive,,
,,,,,,bland decor,,,,,Negative,
,,,,,,bitter cocktail unfriendly support quiet furnishing,,,Negative,Negative,Positive,
,,,,,,excellent chef ,,,,Positive,,
,,,,,,soggy rice  unrelaxed ambience,,,Negative,,Negative,
,,,,,,unfriendly order confirmation charming vibe,,,,Negative,Positive,
,,,,,,gross paella pleasant cleaner ,,,Negative,Positive,,
,,,,,,unpleasant space,,,,,Negative,
,,,,,,spoiled noodles cold phone ordering welcoming aura,,,Negative,Negative,Positive,
,,,,,,pleasant order confirmation ,,,,Positive,,
,,,,,,stinky guacamole  unpleasant setting,,,Negative,,Negative,
,,,,,,clumsy valet warm room,,,,Negative,Positive,
,,,,,,dry side dish fast service representative ,,,Negative,Positive,,
,,,,,,unpleasant furniture,,,,,Negative,
,,,,,,awful gravy impolite chatbot intimate mood,,,Negative,Negative,Positive,
,,,,,,pleasant pickup service ,,,,Positive,,
,,,,,,unflavorful beverage  dirty air,,,Negative,,Negative,
,,,,,,incompetent live chat warm space,,,,Negative,Positive,
,,,,,,spoiled dinner professional telephonic service ,,,Negative,Positive,,
,,,,,,unwelcoming vibe,,,,,Negative,
,,,,,,unflavorful sausages confused help desk romantic art,,,Negative,Negative,Positive,
,,,,,,friendly server ,,,,Positive,,
,,,,,,disgusting platter  dirty mood,,,Negative,,Negative,
,,,,,,awkward customer service chilled view,,,,Negative,Positive,
,,,,,,greasy casserole courteous customer service ,,,Negative,Positive,,
,,,,,,harsh lighting charm,,,,,Negative,
,,,,,,sour platter untrustworthy e-commerce colorful energy,,,Negative,Negative,Positive,
,,,,,,welcoming order taker ,,,,Positive,,
,,,,,,dry fried rice  dark ambiance,,,Negative,,Negative,
,,,,,,unhelpful helper chic sound,,,,Negative,Positive,
,,,,,,overly greasy fish excellent account manager ,,,Negative,Positive,,
,,,,,,isolated layout,,,,,Negative,
,,,,,,unhealthy drink unpleasant order taker enticing space,,,Negative,Negative,Positive,
,,,,,,consistent delivery service ,,,,Positive,,
,,,,,,spoiled spread  overcrowded mood,,,Negative,,Negative,
,,,,,,confused busboy modern design,,,,Negative,Positive,
,,,,,,overcooked brunch diligent call center ,,,Negative,Positive,,
,,,,,,cold warmth,,,,,Negative,
,,,,,,overcooked sushi overwhelmed caretaker spacious ambiance,,,Negative,Negative,Positive,
,,,,,,efficient digital assistant ,,,,Positive,,
,,,,,,too salty main course  unappealing vibe,,,Negative,,Negative,
,,,,,,overbearing caretaker chic mood,,,,Negative,Positive,
,,,,,,tough hamburger pleasant room service ,,,Negative,Positive,,
,,,,,,uncomfortable hospitality,,,,,Negative,
,,,,,,overcooked treat overbearing remote service romantic lighting,,,Negative,Negative,Positive,
,,,,,,fast call center ,,,,Positive,,
,,,,,,disappointing wrap  unbalanced art,,,Negative,,Negative,
,,,,,,awkward order processing bright feelings,,,,Negative,Positive,
,,,,,,slimy soft drink engaging hostess ,,,Negative,Positive,,
,,,,,,stale visuals,,,,,Negative,
,,,,,,disgusting pizza inattentive team elegant mood,,,Negative,Negative,Positive,
,,,,,,efficient order tracking ,,,,Positive,,
,,,,,,gross side dish  unfriendly art,,,Negative,,Negative,
,,,,,,disrespectful telephonic service pleasant ambiance,,,,Negative,Positive,
,,,,,,too salty dinner pleasant reservation ,,,Negative,Positive,,
,,,,,,noisy air,,,,,Negative,
,,,,,,over-sweetened meal poor caretaker casual setting,,,Negative,Negative,Positive,
,,,,,,helpful room service ,,,,Positive,,
,,,,,,unappetizing cheese  cold furniture,,,Negative,,Negative,
,,,,,,hasty hostess peaceful lighting,,,,Negative,Positive,
,,,,,,chewy hamburger attentive automated service ,,,Negative,Positive,,
,,,,,,unromantic feelings,,,,,Negative,
,,,,,,dry concoction hostile online ordering modern sight,,,Negative,Negative,Positive,
,,,,,,courteous cleaner ,,,,Positive,,
,,,,,,unseasoned casserole  stressful surroundings,,,Negative,,Negative,
,,,,,,inefficient check-in pleasant indoor,,,,Negative,Positive,
,,,,,,underseasoned picnic efficient attendant ,,,Negative,Positive,,
,,,,,,unpleasant feel,,,,,Negative,
,,,,,,too salty fish and chips unreliable call center rustic space,,,Negative,Negative,Positive,
,,,,,,trustworthy automated service ,,,,Positive,,
,,,,,,lumpy cookies  unappealing acoustics,,,Negative,,Negative,
,,,,,,unaccommodating caregiver serene comfort,,,,Negative,Positive,
,,,,,,smelly quinoa engaging delivery person ,,,Negative,Positive,,
,,,,,,unpleasant warmth,,,,,Negative,
,,,,,,unhealthy pie awkward busboy fresh mood,,,Negative,Negative,Positive,
,,,,,,pleasant order tracking ,,,,Positive,,
,,,,,,tasteless quiche  soulless style,,,Negative,,Negative,
,,,,,,impolite support agent comfortable surroundings,,,,Negative,Positive,
,,,,,,mushy quinoa pleasant dishwasher ,,,Negative,Positive,,
,,,,,,uncomfortable setting,,,,,Negative,
,,,,,,unripe chips rude attendant serene comfort,,,Negative,Negative,Positive,
,,,,,,outstanding receptionist ,,,,Positive,,
,,,,,,stinky wrap  depressing environment,,,Negative,,Negative,
,,,,,,inadequate customer inquiry comfortable space,,,,Negative,Positive,
,,,,,,awful paella smiling bellboy ,,,Negative,Positive,,
,,,,,,boring style,,,,,Negative,
,,,,,,rotten snack awkward staff chic ambience,,,Negative,Negative,Positive,
,,,,,,enthusiastic help desk ,,,,Positive,,
,,,,,,soggy spaghetti  unappealing decor,,,Negative,,Negative,
,,,,,,unpleasant account manager charming space,,,,Negative,Positive,
,,,,,,disappointing pasta salad thoughtful attendant ,,,Negative,Positive,,
,,,,,,uninviting surroundings,,,,,Negative,
,,,,,,greasy concoction unreliable order processing fresh indoor,,,Negative,Negative,Positive,
,,,,,,thoughtful dishwasher ,,,,Positive,,
,,,,,,stinky lunch  cluttered furniture,,,Negative,,Negative,
,,,,,,unpleasant pickup service airy indoor,,,,Negative,Positive,
,,,,,,unappetizing appetizer smiling dishwasher ,,,Negative,Positive,,
,,,,,,dark comfort,,,,,Negative,
,,,,,,undercooked fish and chips clumsy concierge welcoming vibe,,,Negative,Negative,Positive,
,,,,,,helpful concierge ,,,,Positive,,
,,,,,,rotten banquet  bland air,,,Negative,,Negative,
,,,,,,nonchalant valet comfortable furnishing,,,,Negative,Positive,
,,,,,,soggy cheese timely hostess ,,,Negative,Positive,,
,,,,,,chaotic visuals,,,,,Negative,
,,,,,,undercooked dish disorganized chef peaceful warmth,,,Negative,Negative,Positive,
,,,,,,top-notch bellboy ,,,,Positive,,
,,,,,,mediocre pasta salad  unappealing outlook,,,Negative,,Negative,
,,,,,,overbearing check-in classy acoustics,,,,Negative,Positive,
,,,,,,inadequate delicacy remarkable hostess ,,,Negative,Positive,,
,,,,,,cold acoustics,,,,,Negative,
,,,,,,unripe delicacy unpleasant busboy sophisticated ambiance,,,Negative,Negative,Positive,
,,,,,,accommodating host ,,,,Positive,,
,,,,,,gummy pizza  unsightly ambience,,,Negative,,Negative,
,,,,,,careless support vibrant outlook,,,,Negative,Positive,
,,,,,,chewy cocktail pleasant chatbot ,,,Negative,Positive,,
,,,,,,dirty sound,,,,,Negative,
,,,,,,rubbery banquet awkward help desk stylish comfort,,,Negative,Negative,Positive,
,,,,,,engaged live chat ,,,,Positive,,
,,,,,,mediocre bread  boring indoor,,,Negative,,Negative,
,,,,,,insincere staff romantic air,,,,Negative,Positive,
,,,,,,lumpy waffles friendly support ,,,Negative,Positive,,
,,,,,,isolated view,,,,,Negative,
,,,,,,unseasoned spread unhelpful customer care spacious tone,,,Negative,Negative,Positive,
,,,,,,kind valet ,,,,Positive,,
,,,,,,flavorless beverage  overcrowded structure,,,Negative,,Negative,
,,,,,,disinterested room service sophisticated view,,,,Negative,Positive,
,,,,,,mediocre chips skilled team ,,,Negative,Positive,,
,,,,,,shabby sight,,,,,Negative,
,,,,,,undercooked pizza nonchalant order taker beautiful mood,,,Negative,Negative,Positive,
,,,,,,engaging room service ,,,,Positive,,
,,,,,,underseasoned soup  unwelcoming warmth,,,Negative,,Negative,
,,,,,,hasty helper cozy feel,,,,Negative,Positive,
,,,,,,mushy quiche efficient automated service ,,,Negative,Positive,,
,,,,,,noisy vibe,,,,,Negative,
,,,,,,mediocre curry inefficient concierge casual outdoor,,,Negative,Negative,Positive,
,,,,,,skilled housekeeper ,,,,Positive,,
,,,,,,stinky concoction  oppressive atmosphere,,,Negative,,Negative,
,,,,,,inefficient team relaxing feelings,,,,Negative,Positive,
,,,,,,bitter coffee smiling host ,,,Negative,Positive,,
,,,,,,stale design,,,,,Negative,
,,,,,,bland cake untrustworthy waiter intimate mood,,,Negative,Negative,Positive,
,,,,,,excellent account manager ,,,,Positive,,
,,,,,,soggy dish  unwelcoming layout,,,Negative,,Negative,
,,,,,,inefficient technician refreshing air,,,,Negative,Positive,
,,,,,,unrefined noodles consistent check-in ,,,Negative,Positive,,
,,,,,,disagreeable acoustics,,,,,Negative,
,,,,,,gross potatoes nonchalant customer service refreshing outdoor,,,Negative,Negative,Positive,
,,,,,,genuine call center ,,,,Positive,,
,,,,,,burnt meal  unsophisticated tone,,,Negative,,Negative,
,,,,,,incompetent hostess uplifting sight,,,,Negative,Positive,
,,,,,,overcooked feast engaged housekeeper ,,,Negative,Positive,,
,,,,,,stuffy art,,,,,Negative,
,,,,,,overcooked casserole unpleasant order processing welcoming furniture,,,Negative,Negative,Positive,
,,,,,,reliable delivery person ,,,,Positive,,
,,,,,,greasy pasta salad  uncomfortable acoustics,,,Negative,,Negative,
,,,,,,irritating caregiver welcoming lighting,,,,Negative,Positive,
,,,,,,too salty salad trustworthy manager ,,,Negative,Positive,,
,,,,,,chaotic outlook,,,,,Negative,
,,,,,,rotten spread unaccommodating attendant enticing furnishing,,,Negative,Negative,Positive,
,,,,,,attentive caregiver ,,,,Positive,,
,,,,,,gummy delicacy  dirty feelings,,,Negative,,Negative,
,,,,,,disrespectful support tranquil view,,,,Negative,Positive,
,,,,,,tasteless hamburger friendly virtual assistant ,,,Negative,Positive,,
,,,,,,dirty view,,,,,Negative,
,,,,,,underseasoned steak unpleasant staff relaxing space,,,Negative,Negative,Positive,
,,,,,,skilled concierge ,,,,Positive,,
,,,,,,stale cookies  stuffy tone,,,Negative,,Negative,
,,,,,,disinterested busboy cozy air,,,,Negative,Positive,
,,,,,,too salty spaghetti helpful waitress ,,,Negative,Positive,,
,,,,,,unromantic aura,,,,,Negative,
,,,,,,unripe pasta untrustworthy delivery person elegant sound,,,Negative,Negative,Positive,
,,,,,,engaging telephonic service ,,,,Positive,,
,,,,,,mediocre salad  unappealing feel,,,Negative,,Negative,
,,,,,,hostile support hotline rustic charm,,,,Negative,Positive,
,,,,,,mushy concoction kind delivery person ,,,Negative,Positive,,
,,,,,,bland environment,,,,,Negative,
,,,,,,disgusting spread careless account manager refreshing style,,,Negative,Negative,Positive,
,,,,,,top-notch assistant ,,,,Positive,,
,,,,,,unappetizing coffee  soulless charm,,,Negative,,Negative,
,,,,,,untrustworthy pickup service uplifting visuals,,,,Negative,Positive,
,,,,,,unripe buffet respectful automated service ,,,Negative,Positive,,
,,,,,,overcrowded ambiance,,,,,Negative,
,,,,,,rotten vegetables rude order confirmation stylish air,,,Negative,Negative,Positive,
,,,,,,pleasant attendant ,,,,Positive,,
,,,,,,rubbery juice  uninviting sight,,,Negative,,Negative,
,,,,,,unprofessional waitress vibrant charm,,,,Negative,Positive,
,,,,,,lumpy entrée pleasant e-commerce ,,,Negative,Positive,,
,,,,,,stale ambience,,,,,Negative,
,,,,,,inadequate dinner hostile support hotline ambiance feel,,,Negative,Negative,Positive,
,,,,,,knowledgeable support agent ,,,,Positive,,
,,,,,,unflavorful drink  isolated layout,,,Negative,,Negative,
,,,,,,irritating receptionist elegant setting,,,,Negative,Positive,
,,,,,,greasy cocktail responsive reservation ,,,Negative,Positive,,
,,,,,,stuffy charm,,,,,Negative,
,,,,,,tough steak confused chatbot comfortable coziness,,,Negative,Negative,Positive,
,,,,,,outstanding attendant ,,,,Positive,,
,,,,,,gross soup  unpleasant charm,,,Negative,,Negative,
,,,,,,insincere busboy friendly sound,,,,Negative,Positive,
,,,,,,undercooked cake top-notch help desk ,,,Negative,Positive,,
,,,,,,unsophisticated air,,,,,Negative,
,,,,,,burnt coffee overwhelmed dishwasher pleasant style,,,Negative,Negative,Positive,
,,,,,,thoughtful attendant ,,,,Positive,,
,,,,,,overcooked hamburger  unrelaxed furniture,,,Negative,,Negative,
,,,,,,nonchalant delivery sophisticated sound,,,,Negative,Positive,
,,,,,,stale picnic engaging hostess ,,,Negative,Positive,,
,,,,,,unromantic hospitality,,,,,Negative,
,,,,,,over-sweetened lasagna irritating customer inquiry peaceful vibration,,,Negative,Negative,Positive,
,,,,,,smiling manager ,,,,Positive,,
,,,,,,too salty delicacy  harsh setting,,,Negative,,Negative,
,,,,,,disengaged attendant inviting feelings,,,,Negative,Positive,
,,,,,,over-sweetened drink efficient helper ,,,Negative,Positive,,
,,,,,,unappealing style,,,,,Negative,
,,,,,,overcooked burger disrespectful housekeeper relaxing lighting,,,Negative,Negative,Positive,
,,,,,,engaged reservation ,,,,Positive,,
,,,,,,stinky quinoa  noisy outlook,,,Negative,,Negative,
,,,,,,untrustworthy support agent pleasant warmth,,,,Negative,Positive,
,,,,,,flavorless juice excellent maintenance ,,,Negative,Positive,,
,,,,,,dull space,,,,,Negative,
,,,,,,awful beverage unpleasant hostess inviting outlook,,,Negative,Negative,Positive,
,,,,,,enthusiastic helper ,,,,Positive,,
,,,,,,unflavorful fried rice  unrelaxed structure,,,Negative,,Negative,
,,,,,,disrespectful support hotline warm space,,,,Negative,Positive,
,,,,,,stinky tacos quick team ,,,Negative,Positive,,
,,,,,,unappealing background,,,,,Negative,
,,,,,,awful treat inattentive bellboy peaceful setting,,,Negative,Negative,Positive,
,,,,,,trustworthy attendant ,,,,Positive,,
,,,,,,unrefined cocktail  cold sound,,,Negative,,Negative,
,,,,,,insincere reservation peaceful outdoor,,,,Negative,Positive,
,,,,,,lumpy sushi rolls genuine support ,,,Negative,Positive,,
,,,,,,unappealing warmth,,,,,Negative,
,,,,,,cold ice cream hasty host inviting sound,,,Negative,Negative,Positive,
,,,,,,engaging concierge ,,,,Positive,,
,,,,,,unripe meal  boring setting,,,Negative,,Negative,
,,,,,,untrustworthy reservation friendly style,,,,Negative,Positive,
,,,,,,soggy main course top-notch room service ,,,Negative,Positive,,
,,,,,,harsh furnishing,,,,,Negative,
,,,,,,stringy lasagna overwhelmed customer care comfortable outlook,,,Negative,Negative,Positive,
,,,,,,personalized online ordering ,,,,Positive,,
,,,,,,stale chips  cold space,,,Negative,,Negative,
,,,,,,unskilled service desk cozy feel,,,,Negative,Positive,
,,,,,,tasteless fried rice top-notch manager ,,,Negative,Positive,,
,,,,,,unappealing charm,,,,,Negative,
,,,,,,soggy spaghetti awkward attendant enticing atmosphere,,,Negative,Negative,Positive,
,,,,,,diligent host ,,,,Positive,,
,,,,,,over-sweetened picnic  unpolished furniture,,,Negative,,Negative,
,,,,,,impolite room service stylish charm,,,,Negative,Positive,
,,,,,,tough drink efficient check-in ,,,Negative,Positive,,
,,,,,,unsophisticated indoor,,,,,Negative,
,,,,,,awful curry unprofessional cleaner airy vibration,,,Negative,Negative,Positive,
